time,BESS.terminal.V.im,case,parameter_value
0.098,6.198299999999999e-8,0p5,0.5
0.099,6.198299999999999e-8,0p5,0.5
0.1,6.198299999999999e-8,0p5,0.5
0.101,6.198299999999999e-8,0p5,0.5
0.102,6.198299999999999e-8,0p5,0.5
0.103,6.198299999999999e-8,0p5,0.5
0.104,6.198299999999999e-8,0p5,0.5
0.105,6.198299999999999e-8,0p5,0.5
0.106,6.198299999999999e-8,0p5,0.5
0.107,6.198299999999999e-8,0p5,0.5
0.108,6.198299999999999e-8,0p5,0.5
0.109,6.198299999999999e-8,0p5,0.5
0.11,6.198299999999999e-8,0p5,0.5
0.111,6.198299999999999e-8,0p5,0.5
0.112,6.198299999999999e-8,0p5,0.5
0.113,6.198299999999999e-8,0p5,0.5
0.114,6.198299999999999e-8,0p5,0.5
0.115,6.198299999999999e-8,0p5,0.5
0.116,6.198299999999999e-8,0p5,0.5
0.117,6.198299999999999e-8,0p5,0.5
0.118,6.198299999999999e-8,0p5,0.5
0.119,6.198299999999999e-8,0p5,0.5
0.12,6.198299999999999e-8,0p5,0.5
0.121,6.198299999999999e-8,0p5,0.5
0.122,6.198299999999999e-8,0p5,0.5
0.123,6.198299999999999e-8,0p5,0.5
0.124,6.198299999999999e-8,0p5,0.5
0.125,6.198299999999999e-8,0p5,0.5
0.126,6.198299999999999e-8,0p5,0.5
0.127,6.198299999999999e-8,0p5,0.5
0.128,6.198299999999999e-8,0p5,0.5
0.129,6.198299999999999e-8,0p5,0.5
0.13,6.198299999999999e-8,0p5,0.5
0.131,6.198299999999999e-8,0p5,0.5
0.132,6.198299999999999e-8,0p5,0.5
0.133,6.198299999999999e-8,0p5,0.5
0.134,6.198299999999999e-8,0p5,0.5
0.135,6.198299999999999e-8,0p5,0.5
0.136,6.198299999999999e-8,0p5,0.5
0.137,6.198299999999999e-8,0p5,0.5
0.138,6.198300000000002e-8,0p5,0.5
0.139,6.198300000000002e-8,0p5,0.5
0.14,6.198300000000002e-8,0p5,0.5
0.141,6.198300000000002e-8,0p5,0.5
0.142,6.198300000000002e-8,0p5,0.5
0.143,6.198300000000002e-8,0p5,0.5
0.144,6.198300000000002e-8,0p5,0.5
0.145,6.198300000000002e-8,0p5,0.5
0.146,6.198300000000002e-8,0p5,0.5
0.147,6.198300000000002e-8,0p5,0.5
0.148,6.198300000000002e-8,0p5,0.5
0.149,6.198300000000002e-8,0p5,0.5
0.15,6.198300000000002e-8,0p5,0.5
0.151,6.198300000000002e-8,0p5,0.5
0.152,6.198300000000002e-8,0p5,0.5
0.153,6.198300000000002e-8,0p5,0.5
0.154,6.198300000000002e-8,0p5,0.5
0.155,6.198300000000002e-8,0p5,0.5
0.156,6.198300000000002e-8,0p5,0.5
0.157,6.198300000000002e-8,0p5,0.5
0.158,6.198300000000002e-8,0p5,0.5
0.159,6.198300000000002e-8,0p5,0.5
0.16,6.198300000000002e-8,0p5,0.5
0.161,6.198300000000002e-8,0p5,0.5
0.162,6.198300000000002e-8,0p5,0.5
0.163,6.198300000000002e-8,0p5,0.5
0.164,6.198300000000002e-8,0p5,0.5
0.165,6.198300000000002e-8,0p5,0.5
0.166,6.198300000000002e-8,0p5,0.5
0.167,6.198300000000002e-8,0p5,0.5
0.168,6.198300000000002e-8,0p5,0.5
0.169,6.198300000000002e-8,0p5,0.5
0.17,6.198300000000002e-8,0p5,0.5
0.171,6.198300000000002e-8,0p5,0.5
0.172,6.198300000000002e-8,0p5,0.5
0.173,6.198300000000002e-8,0p5,0.5
0.174,6.198300000000002e-8,0p5,0.5
0.175,6.198300000000002e-8,0p5,0.5
0.176,6.198300000000002e-8,0p5,0.5
0.177,6.198300000000002e-8,0p5,0.5
0.178,6.198300000000002e-8,0p5,0.5
0.179,6.198300000000002e-8,0p5,0.5
0.18,6.198300000000002e-8,0p5,0.5
0.181,6.198300000000002e-8,0p5,0.5
0.182,6.198300000000002e-8,0p5,0.5
0.183,6.198300000000002e-8,0p5,0.5
0.184,6.198300000000002e-8,0p5,0.5
0.185,6.198300000000002e-8,0p5,0.5
0.186,6.198300000000002e-8,0p5,0.5
0.187,6.198300000000002e-8,0p5,0.5
0.188,6.198300000000002e-8,0p5,0.5
0.189,6.198300000000002e-8,0p5,0.5
0.19,6.198300000000002e-8,0p5,0.5
0.191,6.198300000000002e-8,0p5,0.5
0.192,6.198300000000002e-8,0p5,0.5
0.193,6.198300000000002e-8,0p5,0.5
0.194,6.198300000000002e-8,0p5,0.5
0.195,6.198300000000002e-8,0p5,0.5
0.196,6.198300000000002e-8,0p5,0.5
0.197,6.198300000000002e-8,0p5,0.5
0.198,6.198300000000002e-8,0p5,0.5
0.199,6.198300000000002e-8,0p5,0.5
0.2,6.198300000000002e-8,0p5,0.5
0.201,6.198300000000002e-8,0p5,0.5
0.202,6.198300000000002e-8,0p5,0.5
0.203,6.198300000000002e-8,0p5,0.5
0.204,6.198300000000002e-8,0p5,0.5
0.205,6.198300000000002e-8,0p5,0.5
0.206,6.198300000000002e-8,0p5,0.5
0.207,6.198300000000002e-8,0p5,0.5
0.208,6.198300000000002e-8,0p5,0.5
0.209,6.198300000000002e-8,0p5,0.5
0.21,6.198300000000002e-8,0p5,0.5
0.211,6.198300000000002e-8,0p5,0.5
0.212,6.198300000000002e-8,0p5,0.5
0.213,6.198300000000002e-8,0p5,0.5
0.214,6.198300000000002e-8,0p5,0.5
0.215,6.198300000000002e-8,0p5,0.5
0.216,6.198300000000002e-8,0p5,0.5
0.217,6.198300000000002e-8,0p5,0.5
0.218,6.198300000000002e-8,0p5,0.5
0.219,6.198300000000002e-8,0p5,0.5
0.22,6.198300000000002e-8,0p5,0.5
0.221,6.198300000000002e-8,0p5,0.5
0.222,6.198300000000002e-8,0p5,0.5
0.223,6.198300000000002e-8,0p5,0.5
0.224,6.198300000000002e-8,0p5,0.5
0.225,6.198300000000002e-8,0p5,0.5
0.226,6.198300000000002e-8,0p5,0.5
0.227,6.198300000000002e-8,0p5,0.5
0.228,6.198300000000002e-8,0p5,0.5
0.229,6.198300000000002e-8,0p5,0.5
0.23,6.198300000000002e-8,0p5,0.5
0.231,6.198300000000002e-8,0p5,0.5
0.232,6.198300000000002e-8,0p5,0.5
0.233,6.198300000000002e-8,0p5,0.5
0.234,6.198300000000002e-8,0p5,0.5
0.235,6.198300000000002e-8,0p5,0.5
0.236,6.198300000000002e-8,0p5,0.5
0.237,6.198300000000002e-8,0p5,0.5
0.238,6.198300000000002e-8,0p5,0.5
0.239,6.198300000000002e-8,0p5,0.5
0.24,6.198300000000002e-8,0p5,0.5
0.241,6.198300000000002e-8,0p5,0.5
0.242,6.198300000000002e-8,0p5,0.5
0.243,6.198300000000002e-8,0p5,0.5
0.244,6.198300000000002e-8,0p5,0.5
0.245,6.198300000000002e-8,0p5,0.5
0.246,6.198300000000002e-8,0p5,0.5
0.247,6.198300000000002e-8,0p5,0.5
0.248,6.198300000000002e-8,0p5,0.5
0.249,6.198300000000002e-8,0p5,0.5
0.25,6.198300000000002e-8,0p5,0.5
0.251,6.198300000000002e-8,0p5,0.5
0.252,6.198300000000002e-8,0p5,0.5
0.253,6.198300000000002e-8,0p5,0.5
0.254,6.198300000000002e-8,0p5,0.5
0.255,6.198300000000002e-8,0p5,0.5
0.256,6.198300000000002e-8,0p5,0.5
0.257,6.198300000000002e-8,0p5,0.5
0.258,6.198300000000002e-8,0p5,0.5
0.259,6.198300000000002e-8,0p5,0.5
0.26,6.198300000000002e-8,0p5,0.5
0.261,6.198300000000002e-8,0p5,0.5
0.262,6.198300000000002e-8,0p5,0.5
0.263,6.198300000000002e-8,0p5,0.5
0.264,6.198300000000002e-8,0p5,0.5
0.265,6.198300000000002e-8,0p5,0.5
0.266,6.198300000000002e-8,0p5,0.5
0.267,6.198300000000002e-8,0p5,0.5
0.268,6.198300000000002e-8,0p5,0.5
0.269,6.198300000000002e-8,0p5,0.5
0.27,6.198300000000002e-8,0p5,0.5
0.271,6.198300000000002e-8,0p5,0.5
0.272,6.198300000000002e-8,0p5,0.5
0.273,6.198300000000002e-8,0p5,0.5
0.274,6.198300000000002e-8,0p5,0.5
0.275,6.198300000000002e-8,0p5,0.5
0.276,6.198300000000002e-8,0p5,0.5
0.277,6.198300000000002e-8,0p5,0.5
0.278,6.198300000000002e-8,0p5,0.5
0.279,6.198300000000002e-8,0p5,0.5
0.28,6.198300000000002e-8,0p5,0.5
0.281,6.198300000000002e-8,0p5,0.5
0.282,6.198300000000002e-8,0p5,0.5
0.283,6.198300000000002e-8,0p5,0.5
0.284,6.198300000000002e-8,0p5,0.5
0.285,6.198300000000002e-8,0p5,0.5
0.286,6.198300000000002e-8,0p5,0.5
0.287,6.198300000000002e-8,0p5,0.5
0.288,6.198300000000002e-8,0p5,0.5
0.289,6.198300000000002e-8,0p5,0.5
0.29,6.198300000000002e-8,0p5,0.5
0.291,6.198300000000002e-8,0p5,0.5
0.292,6.198300000000002e-8,0p5,0.5
0.293,6.198300000000002e-8,0p5,0.5
0.294,6.198300000000002e-8,0p5,0.5
0.295,6.198300000000002e-8,0p5,0.5
0.296,6.198300000000002e-8,0p5,0.5
0.297,6.198300000000002e-8,0p5,0.5
0.298,6.198300000000002e-8,0p5,0.5
0.299,6.198300000000002e-8,0p5,0.5
0.3,6.198300000000002e-8,0p5,0.5
0.301,6.198300000000002e-8,0p5,0.5
0.302,6.198300000000002e-8,0p5,0.5
0.303,6.198300000000002e-8,0p5,0.5
0.304,6.198300000000002e-8,0p5,0.5
0.305,6.198300000000002e-8,0p5,0.5
0.306,6.198300000000002e-8,0p5,0.5
0.307,6.198300000000002e-8,0p5,0.5
0.308,6.198300000000002e-8,0p5,0.5
0.309,6.198300000000002e-8,0p5,0.5
0.31,6.198300000000002e-8,0p5,0.5
0.311,6.198300000000002e-8,0p5,0.5
0.312,6.198300000000002e-8,0p5,0.5
0.313,6.198300000000002e-8,0p5,0.5
0.314,6.198300000000002e-8,0p5,0.5
0.315,6.198300000000002e-8,0p5,0.5
0.316,6.198300000000002e-8,0p5,0.5
0.317,6.198300000000002e-8,0p5,0.5
0.318,6.198300000000002e-8,0p5,0.5
0.319,6.198300000000002e-8,0p5,0.5
0.32,6.198300000000002e-8,0p5,0.5
0.321,6.198300000000002e-8,0p5,0.5
0.322,6.198300000000002e-8,0p5,0.5
0.323,6.198300000000002e-8,0p5,0.5
0.324,6.198300000000002e-8,0p5,0.5
0.325,6.198300000000002e-8,0p5,0.5
0.326,6.198300000000002e-8,0p5,0.5
0.327,6.198300000000002e-8,0p5,0.5
0.328,6.198300000000002e-8,0p5,0.5
0.329,6.198300000000002e-8,0p5,0.5
0.33,6.198300000000002e-8,0p5,0.5
0.331,6.198300000000002e-8,0p5,0.5
0.332,6.198300000000002e-8,0p5,0.5
0.333,6.198300000000002e-8,0p5,0.5
0.334,6.198300000000002e-8,0p5,0.5
0.335,6.198300000000002e-8,0p5,0.5
0.336,6.198300000000002e-8,0p5,0.5
0.337,6.198300000000002e-8,0p5,0.5
0.338,6.198300000000002e-8,0p5,0.5
0.339,6.198300000000002e-8,0p5,0.5
0.34,6.198300000000002e-8,0p5,0.5
0.341,6.198300000000002e-8,0p5,0.5
0.342,6.198300000000002e-8,0p5,0.5
0.343,6.198300000000002e-8,0p5,0.5
0.344,6.198300000000002e-8,0p5,0.5
0.345,6.198300000000002e-8,0p5,0.5
0.346,6.198300000000002e-8,0p5,0.5
0.347,6.198300000000002e-8,0p5,0.5
0.348,6.198300000000002e-8,0p5,0.5
0.349,6.198300000000002e-8,0p5,0.5
0.35,6.198300000000002e-8,0p5,0.5
0.351,6.198300000000002e-8,0p5,0.5
0.352,6.198300000000002e-8,0p5,0.5
0.353,6.198300000000002e-8,0p5,0.5
0.354,6.198300000000002e-8,0p5,0.5
0.355,6.198300000000002e-8,0p5,0.5
0.356,6.198300000000002e-8,0p5,0.5
0.357,6.198300000000002e-8,0p5,0.5
0.358,6.198300000000002e-8,0p5,0.5
0.359,6.198300000000002e-8,0p5,0.5
0.36,6.198300000000002e-8,0p5,0.5
0.361,6.198300000000002e-8,0p5,0.5
0.362,6.198300000000002e-8,0p5,0.5
0.363,6.198300000000002e-8,0p5,0.5
0.364,6.198300000000002e-8,0p5,0.5
0.365,6.198300000000002e-8,0p5,0.5
0.366,6.198300000000002e-8,0p5,0.5
0.367,6.198300000000002e-8,0p5,0.5
0.368,6.198300000000002e-8,0p5,0.5
0.369,6.198300000000002e-8,0p5,0.5
0.37,6.198300000000002e-8,0p5,0.5
0.371,6.198300000000002e-8,0p5,0.5
0.372,6.198300000000002e-8,0p5,0.5
0.373,6.198300000000002e-8,0p5,0.5
0.374,6.198300000000002e-8,0p5,0.5
0.375,6.198300000000002e-8,0p5,0.5
0.376,6.198300000000002e-8,0p5,0.5
0.377,6.198300000000002e-8,0p5,0.5
0.378,6.198300000000002e-8,0p5,0.5
0.379,6.198300000000002e-8,0p5,0.5
0.38,6.198300000000002e-8,0p5,0.5
0.381,6.198300000000002e-8,0p5,0.5
0.382,6.198300000000002e-8,0p5,0.5
0.383,6.198300000000002e-8,0p5,0.5
0.384,6.198300000000002e-8,0p5,0.5
0.385,6.198300000000002e-8,0p5,0.5
0.386,6.198300000000002e-8,0p5,0.5
0.387,6.198300000000002e-8,0p5,0.5
0.388,6.198300000000002e-8,0p5,0.5
0.389,6.198300000000002e-8,0p5,0.5
0.39,6.198300000000002e-8,0p5,0.5
0.391,6.198300000000002e-8,0p5,0.5
0.392,6.198300000000002e-8,0p5,0.5
0.393,6.198300000000002e-8,0p5,0.5
0.394,6.198300000000002e-8,0p5,0.5
0.395,6.198300000000002e-8,0p5,0.5
0.396,6.198300000000002e-8,0p5,0.5
0.397,6.198300000000002e-8,0p5,0.5
0.398,6.198300000000002e-8,0p5,0.5
0.399,6.198300000000002e-8,0p5,0.5
0.4,6.198300000000002e-8,0p5,0.5
0.401,6.198300000000002e-8,0p5,0.5
0.402,6.198300000000002e-8,0p5,0.5
0.403,6.198300000000002e-8,0p5,0.5
0.404,6.198300000000002e-8,0p5,0.5
0.405,6.198300000000002e-8,0p5,0.5
0.406,6.198300000000002e-8,0p5,0.5
0.407,6.198300000000002e-8,0p5,0.5
0.408,6.198300000000002e-8,0p5,0.5
0.409,6.198300000000002e-8,0p5,0.5
0.41,6.198300000000002e-8,0p5,0.5
0.411,6.198300000000002e-8,0p5,0.5
0.412,6.198300000000002e-8,0p5,0.5
0.413,6.198300000000002e-8,0p5,0.5
0.414,6.198300000000002e-8,0p5,0.5
0.415,6.198300000000002e-8,0p5,0.5
0.416,6.198300000000002e-8,0p5,0.5
0.417,6.198300000000002e-8,0p5,0.5
0.418,6.198300000000002e-8,0p5,0.5
0.419,6.198300000000002e-8,0p5,0.5
0.42,6.198300000000002e-8,0p5,0.5
0.421,6.198300000000002e-8,0p5,0.5
0.422,6.198300000000002e-8,0p5,0.5
0.423,6.198300000000002e-8,0p5,0.5
0.424,6.198300000000002e-8,0p5,0.5
0.425,6.198300000000002e-8,0p5,0.5
0.426,6.198300000000002e-8,0p5,0.5
0.427,6.198300000000002e-8,0p5,0.5
0.428,6.198300000000002e-8,0p5,0.5
0.429,6.198300000000002e-8,0p5,0.5
0.43,6.198300000000002e-8,0p5,0.5
0.431,6.198300000000002e-8,0p5,0.5
0.432,6.198300000000002e-8,0p5,0.5
0.433,6.198300000000002e-8,0p5,0.5
0.434,6.198300000000002e-8,0p5,0.5
0.435,6.198300000000002e-8,0p5,0.5
0.436,6.198300000000002e-8,0p5,0.5
0.437,6.198300000000002e-8,0p5,0.5
0.438,6.198300000000002e-8,0p5,0.5
0.439,6.198300000000002e-8,0p5,0.5
0.44,6.198300000000002e-8,0p5,0.5
0.441,6.198300000000002e-8,0p5,0.5
0.442,6.198300000000002e-8,0p5,0.5
0.443,6.198300000000002e-8,0p5,0.5
0.444,6.198300000000002e-8,0p5,0.5
0.445,6.198300000000002e-8,0p5,0.5
0.446,6.198300000000002e-8,0p5,0.5
0.447,6.198300000000002e-8,0p5,0.5
0.448,6.198300000000002e-8,0p5,0.5
0.449,6.198300000000002e-8,0p5,0.5
0.45,6.198300000000002e-8,0p5,0.5
0.451,6.198300000000002e-8,0p5,0.5
0.452,6.198300000000002e-8,0p5,0.5
0.453,6.198300000000002e-8,0p5,0.5
0.454,6.198300000000002e-8,0p5,0.5
0.455,6.198300000000002e-8,0p5,0.5
0.456,6.198300000000002e-8,0p5,0.5
0.457,6.198300000000002e-8,0p5,0.5
0.458,6.198300000000002e-8,0p5,0.5
0.459,6.198300000000002e-8,0p5,0.5
0.46,6.198300000000002e-8,0p5,0.5
0.461,6.198300000000002e-8,0p5,0.5
0.462,6.198300000000002e-8,0p5,0.5
0.463,6.198300000000002e-8,0p5,0.5
0.464,6.198300000000002e-8,0p5,0.5
0.465,6.198300000000002e-8,0p5,0.5
0.466,6.198300000000002e-8,0p5,0.5
0.467,6.198300000000002e-8,0p5,0.5
0.468,6.198300000000002e-8,0p5,0.5
0.469,6.198300000000002e-8,0p5,0.5
0.47,6.198300000000002e-8,0p5,0.5
0.471,6.198300000000002e-8,0p5,0.5
0.472,6.198300000000002e-8,0p5,0.5
0.473,6.198300000000002e-8,0p5,0.5
0.474,6.198300000000002e-8,0p5,0.5
0.475,6.198300000000002e-8,0p5,0.5
0.476,6.198300000000002e-8,0p5,0.5
0.477,6.198300000000002e-8,0p5,0.5
0.478,6.198300000000002e-8,0p5,0.5
0.479,6.198300000000002e-8,0p5,0.5
0.48,6.198300000000002e-8,0p5,0.5
0.481,6.198300000000002e-8,0p5,0.5
0.482,6.198300000000002e-8,0p5,0.5
0.483,6.198300000000002e-8,0p5,0.5
0.484,6.198300000000002e-8,0p5,0.5
0.485,6.198300000000002e-8,0p5,0.5
0.486,6.198300000000002e-8,0p5,0.5
0.487,6.198300000000002e-8,0p5,0.5
0.488,6.198300000000002e-8,0p5,0.5
0.489,6.198300000000002e-8,0p5,0.5
0.49,6.198300000000002e-8,0p5,0.5
0.491,6.198300000000002e-8,0p5,0.5
0.492,6.198300000000002e-8,0p5,0.5
0.493,6.198300000000002e-8,0p5,0.5
0.494,6.198300000000002e-8,0p5,0.5
0.495,6.198300000000002e-8,0p5,0.5
0.496,6.198300000000002e-8,0p5,0.5
0.497,6.198300000000002e-8,0p5,0.5
0.498,6.198300000000002e-8,0p5,0.5
0.499,6.198300000000002e-8,0p5,0.5
0.5,6.198300000000002e-8,0p5,0.5
0.501,6.198300000000002e-8,0p5,0.5
0.502,6.198300000000002e-8,0p5,0.5
0.503,6.198300000000002e-8,0p5,0.5
0.504,6.198300000000002e-8,0p5,0.5
0.505,6.198300000000002e-8,0p5,0.5
0.506,6.198300000000002e-8,0p5,0.5
0.507,6.198300000000002e-8,0p5,0.5
0.508,6.198300000000002e-8,0p5,0.5
0.509,6.198300000000002e-8,0p5,0.5
0.51,6.198300000000002e-8,0p5,0.5
0.511,6.198300000000002e-8,0p5,0.5
0.512,6.198300000000002e-8,0p5,0.5
0.513,6.198300000000002e-8,0p5,0.5
0.514,6.198300000000002e-8,0p5,0.5
0.515,6.198300000000002e-8,0p5,0.5
0.516,6.198300000000002e-8,0p5,0.5
0.517,6.198300000000002e-8,0p5,0.5
0.518,6.198300000000002e-8,0p5,0.5
0.519,6.198300000000002e-8,0p5,0.5
0.52,6.198300000000002e-8,0p5,0.5
0.521,6.198300000000002e-8,0p5,0.5
0.522,6.198300000000002e-8,0p5,0.5
0.523,6.198300000000002e-8,0p5,0.5
0.524,6.198300000000002e-8,0p5,0.5
0.525,6.198300000000002e-8,0p5,0.5
0.526,6.198300000000002e-8,0p5,0.5
0.527,6.198300000000002e-8,0p5,0.5
0.528,6.198300000000002e-8,0p5,0.5
0.529,6.198300000000002e-8,0p5,0.5
0.53,6.198300000000002e-8,0p5,0.5
0.531,6.198300000000002e-8,0p5,0.5
0.532,6.198300000000002e-8,0p5,0.5
0.533,6.198300000000002e-8,0p5,0.5
0.534,6.198300000000002e-8,0p5,0.5
0.535,6.198300000000002e-8,0p5,0.5
0.536,6.198300000000002e-8,0p5,0.5
0.537,6.198300000000002e-8,0p5,0.5
0.538,6.198300000000002e-8,0p5,0.5
0.539,6.198300000000002e-8,0p5,0.5
0.54,6.198300000000002e-8,0p5,0.5
0.541,6.198300000000002e-8,0p5,0.5
0.542,6.198300000000002e-8,0p5,0.5
0.543,6.198300000000002e-8,0p5,0.5
0.544,6.198300000000002e-8,0p5,0.5
0.545,6.198300000000002e-8,0p5,0.5
0.546,6.198300000000002e-8,0p5,0.5
0.547,6.198300000000002e-8,0p5,0.5
0.548,6.198300000000002e-8,0p5,0.5
0.549,6.198300000000002e-8,0p5,0.5
0.55,6.198300000000002e-8,0p5,0.5
0.551,6.198300000000002e-8,0p5,0.5
0.552,6.198300000000002e-8,0p5,0.5
0.553,6.198300000000002e-8,0p5,0.5
0.554,6.198300000000002e-8,0p5,0.5
0.555,6.198300000000002e-8,0p5,0.5
0.556,6.198300000000002e-8,0p5,0.5
0.557,6.198300000000002e-8,0p5,0.5
0.558,6.198300000000002e-8,0p5,0.5
0.559,6.198300000000002e-8,0p5,0.5
0.56,6.198300000000002e-8,0p5,0.5
0.561,6.198300000000002e-8,0p5,0.5
0.562,6.198300000000002e-8,0p5,0.5
0.563,6.198300000000002e-8,0p5,0.5
0.564,6.198300000000002e-8,0p5,0.5
0.565,6.198300000000002e-8,0p5,0.5
0.566,6.198300000000002e-8,0p5,0.5
0.567,6.198300000000002e-8,0p5,0.5
0.568,6.198300000000002e-8,0p5,0.5
0.569,6.198300000000002e-8,0p5,0.5
0.57,6.198300000000002e-8,0p5,0.5
0.571,6.198300000000002e-8,0p5,0.5
0.572,6.198300000000002e-8,0p5,0.5
0.573,6.198300000000002e-8,0p5,0.5
0.574,6.198300000000002e-8,0p5,0.5
0.575,6.198300000000002e-8,0p5,0.5
0.576,6.198300000000002e-8,0p5,0.5
0.577,6.198300000000002e-8,0p5,0.5
0.578,6.198300000000002e-8,0p5,0.5
0.579,6.198300000000002e-8,0p5,0.5
0.58,6.198300000000002e-8,0p5,0.5
0.581,6.198300000000002e-8,0p5,0.5
0.582,6.198300000000002e-8,0p5,0.5
0.583,6.198300000000002e-8,0p5,0.5
0.584,6.198300000000002e-8,0p5,0.5
0.585,6.198300000000002e-8,0p5,0.5
0.586,6.198300000000002e-8,0p5,0.5
0.587,6.198300000000002e-8,0p5,0.5
0.588,6.198300000000002e-8,0p5,0.5
0.589,6.198300000000002e-8,0p5,0.5
0.59,6.198300000000002e-8,0p5,0.5
0.591,6.198300000000002e-8,0p5,0.5
0.592,6.198300000000002e-8,0p5,0.5
0.593,6.198300000000002e-8,0p5,0.5
0.594,6.198300000000002e-8,0p5,0.5
0.595,6.198300000000002e-8,0p5,0.5
0.596,6.198300000000002e-8,0p5,0.5
0.597,6.198300000000002e-8,0p5,0.5
0.598,6.198300000000002e-8,0p5,0.5
0.599,6.198300000000002e-8,0p5,0.5
0.6,6.198300000000002e-8,0p5,0.5
0.601,6.198300000000002e-8,0p5,0.5
0.602,6.198300000000002e-8,0p5,0.5
0.603,6.198300000000002e-8,0p5,0.5
0.604,6.198300000000002e-8,0p5,0.5
0.605,6.198300000000002e-8,0p5,0.5
